"TOTAL_AREA","PID","CITY_CODE","PROP_NAME","SITUS","CITY_SITUS","ZIP_SITUS","county","latitude","longitude","location_type","good","building_type"
"292403122400020","181","ORG","PLANTATION OAKS SENIOR LIVING","9309 S ORANGE BLOSSOM TRL UNIT 2","ORLANDO","32837","","28.426593780517578","-81.4032974243164","ROOFTOP","1","commercial"
"282336716500019","181","ORG","HOMEWOOD SUITES","8745 INTERNATIONAL DR","ORLANDO","32819","","28.4373722076416","-81.47002410888672","ROOFTOP","1","commercial"
"292309945401010","181","ORG","ORANGE COUNTY PUBLIC WORKS","4200 S JOHN YOUNG PKWY","ORLANDO","32839","","28.499717712402344","-81.41973876953125","ROOFTOP","1","commercial"
"292225110800010","180","ORL","EOLA PARK CENTER","200 E ROBINSON ST","ORLANDO","32801","","28.545385360717773","-81.37541961669922","ROOFTOP","1","commercial"
"302417011001000","178","ORL","B M G ASSOCIATES","11334 BOGGY CREEK RD","ORLANDO","32824","","28.403324127197266","-81.33528137207031","ROOFTOP","1","commercial"
"282105526501000","178","APK","LOWES","1651 W ORANGE BLOSSOM TRL","APOPKA","32712","","28.689071655273438","-81.53992462158203","ROOFTOP","1","commercial"
"302407005301222","178","ORL","RING POWER CORP","9901 RINGHAVER DR","ORLANDO","32824","","28.41964340209961","-81.35256958007812","ROOFTOP","1","commercial"
"302220639100012","177","ORL","FASHION SQUARE MALL - DILLARDS","3403 E COLONIAL DR","ORLANDO","32803","","28.557575225830078","-81.33958435058594","ROOFTOP","1","commercial"
"292334861000120","177","ORG","FLORIDA MALL-SEARS","8001 S ORANGE BLOSSOM TRL","ORLANDO","32809","","28.446138381958008","-81.39754486083984","ROOFTOP","1","commercial"
"292309000000024","177","ORL","OUC GARDENIA CENTER","3800 GARDENIA AVE","ORLANDO","32839","","28.502727508544922","-81.42317199707031","ROOFTOP","1","commercial"
"292308566500011","176","ORL","MILLENIA PLAZA 2","4600 MILLENIA PLAZA WAY","ORLANDO","32839","","28.496395111083984","-81.42922973632812","ROOFTOP","1","commercial"
"292310620601000","176","ORG","ORANGE BLOSSOM SHOPPING CTR","4504 S ORANGE BLOSSOM TRL","ORLANDO","32839","","28.496572494506836","-81.3984603881836","ROOFTOP","1","commercial"
"292329184013000","176","ORL","GRAEBEL VAN LINES","6800 KINGSPOINTE PKWY","ORLANDO","32819","","28.458602905273438","-81.43659210205078","ROOFTOP","1","commercial"
"292329184019000","175","ORL","CROWN POINT THREE","7414 KINGSPOINTE PKWY","ORLANDO","32819","","28.461002349853516","-81.44145965576172","ROOFTOP","1","commercial"
"282226915500030","175","ORG","WEST COLONIAL OAKS SQUARE","7150 W COLONIAL DR","ORLANDO","32818","","28.550704956054688","-81.47948455810547","ROOFTOP","1","commercial"
"292226310800181","175","ORL","FAIRWINDS - AKA CENTURY PLAZA","135 W CENTRAL BLVD","ORLANDO","32801","","28.54230308532715","-81.38137817382812","ROOFTOP","1","commercial"
"292317566200020","174","ORL","THIRTYNINE HUNDRED MILLENIA BOULEVARD LLC","3902 MILLENIA BLVD","ORLANDO","32839","","28.493934631347656","-81.42667388916016","RANGE_INTERPOLATED","1","commercial"
"282315000000009","174","ORG","HOLY FAMILY CATHOLIC CHURCH","5125 S APOPKA VINELAND RD","ORLANDO","32819","","28.486759185791016","-81.50636291503906","ROOFTOP","1","commercial"
"312204728000100","173","ORG","KOGER LAUREL & GLENRIDGE BLDGS","3505 LAKE LYNDA DR","ORLANDO","32817","","28.600839614868164","-81.22191619873047","ROOFTOP","1","commercial"
"292126000000036","173","MTL","901 MAITLAND CENTER","901 N LAKE DESTINY RD","MAITLAND","32751","","28.637537002563477","-81.38945770263672","ROOFTOP","1","commercial"
"292336842900030","172","ORG","WYCLIFFE BIBLE TRANSLATORS","100 SUNPORT LN","ORLANDO","32809","","28.447574615478516","-81.37605285644531","ROOFTOP","1","commercial"
"292414000000003","172","ORG","UNITED FACILITIES GENERAL MILLS","11401 UNITED WAY","ORLANDO","32824","","28.405811309814453","-81.38182067871094","ROOFTOP","1","commercial"
"292330290600070","171","ORL","SAND LAKE WEST PHASE 1","7501 MUNICIPAL DR","ORLANDO","32819","","28.45322036743164","-81.45092010498047","ROOFTOP","1","commercial"
"292216725901000","171","ORL","","1925 PARKS OAKS AVE","ORLANDO","32808","","28.568328857421875","-81.42118072509766","ROOFTOP","1","commercial"
"292225566800030","171","ORL","THORNTON PARK PARKING & OFFICES","622 E WASHINGTON ST","ORLANDO","32801","","28.543163299560547","-81.36902618408203","ROOFTOP","1","commercial"
"302403000010105","171","ORL","AVIS BUDGET RENT A CAR","JEFF FUQUA BLVD","ORLANDO","32827","","28.41855239868164","-81.30541229248047","GEOMETRIC_CENTER","1","commercial"
"302406652900010","171","ORL","","9500 ARMED FORCES RESERVE DR","ORLANDO","32827","","28.42826271057129","-81.34761047363281","ROOFTOP","1","commercial"
"292127548000111","169","MTL","2600 MAITLAND CENTER","2600 MAITLAND CENTER PKWY","MAITLAND","32751","","28.633970260620117","-81.39701843261719","ROOFTOP","1","commercial"
"292411735200021","167","ORG","SCHMALBACH LUBECA","753 CENTRAL FLORIDA PKWY","ORLANDO","32824","","28.408573150634766","-81.38732147216797","ROOFTOP","1","commercial"
"292235638501001","167","ORL","ORLANDO HEALTH MEDICAL OFFICE BLDG","1222 S ORANGE AVE","ORLANDO","32806","","28.52710723876953","-81.37669372558594","ROOFTOP","1","commercial"
"282227000000009","167","ORG","LOWES","8700 W COLONIAL DR","ORLANDO","32818","","28.55034828186035","-81.50322723388672","ROOFTOP","1","commercial"
"292311000000026","167","EDG","BOISE BUILDING MATERIALS DISTRIBUTION","75 HOLDEN AVE","EDGEWOOD","32839","","28.496564865112305","-81.3772964477539","ROOFTOP","1","commercial"
"292127551001001","166","MTL","SOUTHHALL CENTER","101 SOUTHHALL LN","MAITLAND","32751","","28.626649856567383","-81.39742279052734","ROOFTOP","1","commercial"
"272212649621004","166","WG","WINTER GARDEN PLAZA","13375 W COLONIAL DR","WINTER GARDEN","34787","","28.552064895629883","-81.58009338378906","ROOFTOP","1","commercial"
"302309513500010","166","ORL","LOWES","3500 S SEMORAN BLVD","ORLANDO","32822","","28.50701141357422","-81.31298828125","ROOFTOP","1","commercial"
"312215121825010","165","ORG","CHALLENGER SOUTH BUILDING ONE & TWO","12600 CHALLENGER PKWY","ORLANDO","32826","","28.57077407836914","-81.20272827148438","ROOFTOP","1","commercial"
"302217052509610","165","ORL","BALDWIN POINT","2420 LAKEMONT AVE","ORLANDO","32814","","28.573368072509766","-81.32833862304688","ROOFTOP","1","commercial"
"312210124009010","164","ORG","CINGULAR WIRELESS","11800 RESEARCH PKWY","ORLANDO","32826","","28.587284088134766","-81.20703125","ROOFTOP","1","commercial"
"292225363400040","164","ORL","LANDMARK CTR I PARKING GARAGE","315 E ROBINSON ST","ORLANDO","32801","","28.546207427978516","-81.37371063232422","ROOFTOP","1","commercial"
"282310935900010","163","ORG","SHOPPES OF WINDERMERE","8801 CONROY WINDERMERE RD","ORLANDO","32835","","28.495662689208984","-81.50655364990234","ROOFTOP","1","commercial"
"292410190600041","163","ORG","OFFICE MAX","1801 CYPRESS LAKE DR","ORLANDO","32837","","28.41267204284668","-81.39508819580078","ROOFTOP","1","commercial"
"282335711301000","163","ORG","PHILLIP'S CROSSING","8003 TURKEY LAKE RD","ORLANDO","32819","","28.44921112060547","-81.47657775878906","ROOFTOP","1","commercial"
"292320184201000","163","ORL","7320 BUILDING","7320 KINGSPOINTE PKWY","ORLANDO","32819","","28.466327667236328","-81.44075775146484","ROOFTOP","1","commercial"
"292327819400013","162","ORG","PROLOGIX / MOLDING & MILLWORK","7445 SOUTHLAND BLVD","ORLANDO","32809","","28.455076217651367","-81.40374755859375","ROOFTOP","1","commercial"
"312210124002080","161","ORG","ORLANDO TECH CENTER","12479 RESEARCH PKWY","ORLANDO","32826","","28.588985443115234","-81.19611358642578","ROOFTOP","1","commercial"
"292333726800140","161","ORG","UNITED STATES COLD STORAGE","2292 W SAND LAKE RD","ORLANDO","32809","","28.45033836364746","-81.41035461425781","RANGE_INTERPOLATED","1","commercial"
"302306000000017","161","ORG","JUVENILE JUSTICE CENTER / NATIONAL GUARD ARMORY","1718 E MICHIGAN ST","ORLANDO","32806","","28.511430740356445","-81.35569763183594","ROOFTOP","1","commercial"
"292226113502000","160","ORL","CAMDEN ORANGE COURT APARTMENTS","656 N ORANGE AVE","ORLANDO","32801","","28.552091598510742","-81.38005065917969","ROOFTOP","1","commercial"
"312210124001003","160","ORG","THREE RESOURCE SQUARE","12001 RESEARCH PKWY","ORLANDO","32826","","28.588546752929688","-81.20465087890625","ROOFTOP","1","commercial"
"292333636602021","160","ORG","8259 EXCHANGE DR","8255 EXCHANGE DR","ORLANDO","32809","","28.443986892700195","-81.41275787353516","ROOFTOP","1","commercial"
"282219000000054","159","OCO","FLORIDA AUTO AUCTION","11801 W COLONIAL DR","OCOEE","34761","","28.55540657043457","-81.5559310913086","ROOFTOP","1","commercial"
"292329184116000","159","ORL","BEHR PAINT WAREHOUSE","7000 KINGSPOINTE PKWY","ORLANDO","32819","","28.462425231933594","-81.43612670898438","ROOFTOP","1","commercial"
"292330313300010","159","ORL","GRAND NATIONAL PLAZA PHASE 1&2","7061 GRANDNATIONAL DR","ORLANDO","32819","","28.459938049316406","-81.4538803100586","ROOFTOP","1","commercial"
"292311818100010","159","ORL","SOUTHERN WAREHOUSING","3131 CARUSO CT","ORLANDO","32806","","28.507009506225586","-81.37995147705078","ROOFTOP","1","commercial"
"282336315100010","158","ORG","ECONOLODGE/FKA METROPOLITAN RESORT","8444 INTERNATIONAL DR","ORLANDO","32819","","28.443422317504883","-81.47240447998047","ROOFTOP","1","commercial"
"292209000000003","158","ORL","MASSEY CADILLAC","4241 N JOHN YOUNG PKWY","ORLANDO","32804","","28.590879440307617","-81.41626739501953","ROOFTOP","1","commercial"
"292132851400020","158","ORG","NORTHPARK COMMERCE CENTER","6325 N ORANGE BLOSSOM TRL","ORLANDO","32810","","28.614126205444336","-81.43254089355469","ROOFTOP","1","commercial"
"302327504600010","158","ORL","HOLIDAY INN SELECT","5750 T G LEE BLVD","ORLANDO","32822","","28.45936393737793","-81.3088607788086","ROOFTOP","1","commercial"
"292208123400011","158","ORL","N B HANDY","3019 MERCY DR","ORLANDO","32808","","28.582948684692383","-81.42749786376953","ROOFTOP","1","commercial"
"292404304500090","157","ORG","1500 SOUTHPARK CENTER","9400 SOUTHPARK CENTER LOOP","ORLANDO","32819","","28.430320739746094","-81.42616271972656","ROOFTOP","1","commercial"
"292126000000034","157","MTL","850 TRAFALGER BLDG","850 TRAFALGAR CT","MAITLAND","32751","","28.63515853881836","-81.3896255493164","ROOFTOP","1","commercial"
"292409813100020","157","ORG","BREDE ALLIED CONVENTION SERVICES","2502 LAKE ORANGE DR","ORLANDO","32837","","28.41985321044922","-81.41240692138672","ROOFTOP","1","commercial"
"282213000000004","157","ORG","WESTGATE SQUARE SHOPPING CENTER","2625 N HIAWASSEE RD","ORLANDO","32818","","28.579288482666016","-81.47438049316406","ROOFTOP","1","commercial"
"292134610100020","157","MTL","CNA BUILDING/PARKING GARAGE","2599 LUCIEN WAY","MAITLAND","32751","","28.621681213378906","-81.39716339111328","ROOFTOP","1","commercial"
"292333635001000","157","ORG","SHERWIN-WILLIAMS CO","2150 W SAND LAKE RD","ORLANDO","32809","","28.450334548950195","-81.40906524658203","RANGE_INTERPOLATED","1","commercial"
"292333819101002","156","ORG","CHEP BLDG - 200 SOUTHPARK CENTER","8517 SOUTH PARK CIR","ORLANDO","32819","","28.439971923828125","-81.42214965820312","ROOFTOP","1","commercial"
"292333745700001","156","ORG","LOWES","2800 W SAND LAKE RD","ORLANDO","32819","","28.44761848449707","-81.42453002929688","ROOFTOP","1","commercial"
"292333726800901","156","ORG","ONE FAT FROG RESTAURANT EQUIPMENT","2412 W SAND LAKE RD","ORLANDO","32809","","28.450319290161133","-81.41284942626953","RANGE_INTERPOLATED","1","commercial"
"292209000000067","156","ORL","SHADER PUBLIC WAREHOUSE","2515 SHADER RD","ORLANDO","32804","","28.585773468017578","-81.41207122802734","ROOFTOP","1","commercial"
"292202637300030","156","WP","FIELDS BMW","963 N WYMORE RD","WINTER PARK","32789","","28.608980178833008","-81.3857192993164","ROOFTOP","1","commercial"
"302217052509600","156","ORL","DFAS/VETERANS ADMINISTRATION","2500 LAKEMONT AVE","ORLANDO","32814","","28.574554443359375","-81.32976531982422","ROOFTOP","1","commercial"
"292304000000045","155","ORL","RAMADA FKA ORLANDO GRAND HOTEL","3155 S JOHN YOUNG PKWY","ORLANDO","32805","","28.51053237915039","-81.4184799194336","ROOFTOP","1","commercial"
"282325277800160","155","ORL","BEST WESTERN/FORMERLY THE CLARION","7299 UNIVERSAL BLVD","ORLANDO","32819","","28.45786476135254","-81.46354675292969","ROOFTOP","1","commercial"
"292131000000059","155","ORG","ADDISON","7050 OVERLAND RD","ORLANDO","32810","","28.620832443237305","-81.44634246826172","ROOFTOP","1","commercial"
"292308862800860","155","ORL","CENTRAL FLORIDA PRESS","4542 L B MCLEOD RD","ORLANDO","32811","","28.5076904296875","-81.43724822998047","ROOFTOP","1","commercial"
"302203787400010","155","ORG","COSTCO WHOLESALE 185","3333 UNIVERSITY BLVD","ORLANDO","32792","","28.599519729614258","-81.3007583618164","ROOFTOP","1","commercial"
"292225814600010","155","ORL","EMBASSY SUITES ORLANDO-DOWNTOWN","191 E PINE ST","ORLANDO","32801","","28.541765213012695","-81.37550354003906","ROOFTOP","1","commercial"
"282214665300010","154","ORG","PARK PROMENADE","2700 N HIAWASSEE RD","ORLANDO","32818","","28.580223083496094","-81.47737884521484","ROOFTOP","1","commercial"
"292412006035001","153","ORL","KRAFT FOODS DISTRIBUTION WAREHOUSE","1000 MID FLORIDA DR","ORLANDO","32824","","28.412425994873047","-81.36558532714844","ROOFTOP","1","commercial"
"282229000000002","153","OCO","WESTGATE RESORTS","2801 OLD WINTER GARDEN RD","OCOEE","34761","","28.54841423034668","-81.539306640625","ROOFTOP","1","commercial"
"292328633701000","153","ORG","SAND LAKE SERVICE CENTER","7524 CURRENCY DR","ORLANDO","32809","","28.454763412475586","-81.41021728515625","ROOFTOP","1","commercial"
"292324868009013","153","ORG","PINE CASTLE IND. PARK","6103 ANNO AVE","ORLANDO","32809","","28.467361450195312","-81.37028503417969","ROOFTOP","1","commercial"
"292213346501000","153","ORL","HEALTH VILLAGE MEDICAL OFFICE BLDG","2415 N ORANGE AVE","ORLANDO","32804","","28.573753356933594","-81.3724594116211","ROOFTOP","1","commercial"
"292415123504000","152","ORG","CELLOFOAM","11237 ASTRONAUT BLVD","ORLANDO","32837","","28.404836654663086","-81.3985595703125","ROOFTOP","1","commercial"
"292409813000031","152","ORG","UNIVERSAL TECHNICAL INSTITUTE","2202 TAFT VINELAND RD","ORLANDO","32837","","28.420228958129883","-81.40724182128906","ROOFTOP","1","commercial"
"292215000000016","152","ORL","FULFILLMENT PARTNERS INC.  / 7 UP & SNAPPLE / ORLANDO WINNELSON ","1978 STANHOME WAY","ORLANDO","32804","","28.568260192871094","-81.40877532958984","ROOFTOP","1","commercial"
"282325818000010","152","ORL","SHERATON FOUR POINTS","5905 INTERNATIONAL DR","ORLANDO","32819","","28.463157653808594","-81.46135711669922","ROOFTOP","1","commercial"
"292225062000170","152","ORL","BAPTIST TERRACE","414 E PINE ST","ORLANDO","32801","","28.5408935546875","-81.37194061279297","ROOFTOP","1","commercial"
"292213513209041","152","ORL","MENNELLO MUSEUM OF AM. FOLK ART","900 E PRINCETON ST","ORLANDO","32803","","28.570472717285156","-81.36760711669922","ROOFTOP","1","commercial"
"312215574803010","152","ORG","ALAFAYA CORPORATE CENTER","1900 N ALAFAYA TRL","ORLANDO","32826","","28.572240829467773","-81.20883178710938","ROOFTOP","1","commercial"
"282325279500030","152","ORL","COMFORT INN UNIVERSAL","6101 W SAND LAKE RD","ORLANDO","32819","","28.450986862182617","-81.4643783569336","ROOFTOP","1","commercial"
"292335184500070","152","ORG","VICTORY PACKAGING","350 GILLS DR","ORLANDO","32824","","28.440427780151367","-81.38191223144531","ROOFTOP","1","commercial"
"292333819101000","152","ORG","GRAN PARK AT SOUTH PARK(LOCKHEED MARTIN BLDG)","8529 SOUTH PARK CIR","ORLANDO","32819","","28.438684463500977","-81.42404174804688","ROOFTOP","1","commercial"
"302305860100010","152","ORL","MARINER VILLAGE SHOPPING CENTER","4550 E MICHIGAN ST","ORLANDO","32812","","28.51198959350586","-81.33016967773438","ROOFTOP","1","commercial"
"282326319000010","151","ORL","LOEW'S HOTEL SERVICES","6800 LAKEWOOD PLAZA DR","ORLANDO","32819","","28.456745147705078","-81.47544860839844","ROOFTOP","1","commercial"
"292327819400021","151","ORG","PEPSI BOTTLING GROUP","7701 SOUTHLAND BLVD","ORLANDO","32809","","28.452959060668945","-81.40534210205078","ROOFTOP","1","commercial"
"292226002700020","151","ORL","SUNTRUST BANK OFFICES","200 S ORANGE AVE","ORLANDO","32801","","28.54000473022461","-81.37921905517578","ROOFTOP","1","commercial"
"302230851500010","151","ORL","T G LEE FOODS","315 N BUMBY AVE","ORLANDO","32803","","28.546863555908203","-81.35089111328125","ROOFTOP","1","commercial"
"292223830601000","151","ORL","STEELHOUSE ORLANDO APARTMENTS","750 N ORANGE AVE","ORLANDO","32801","","28.554088592529297","-81.37955474853516","ROOFTOP","1","commercial"
"292218805200010","151","ORG","SILVER PINES SHOPPING CENTER","5300 SILVER STAR RD","ORLANDO","32808","","28.57674789428711","-81.45262145996094","ROOFTOP","1","commercial"
"292226133510001","150","ORL","55 WEST PARKING GARAGE W/ FUTURE RETAIL","W PINE ST","ORLANDO","32801","","28.541275024414062","-81.38172912597656","GEOMETRIC_CENTER","1","commercial"
"292127551001002","150","MTL","SOUTHPOINTE EXECUTIVE CENTER","151 SOUTHHALL LN","MAITLAND","32751","","28.628515243530273","-81.39728546142578","ROOFTOP","1","commercial"
"292208145900020","150","ORL","UNISOURCE","3200 MERCY DR","ORLANDO","32808","","28.584857940673828","-81.43257141113281","ROOFTOP","1","commercial"
"292328634501000","150","ORG","PRESIDENTS II","7453 PRESIDENTS DR","ORLANDO","32809","","28.45745277404785","-81.41587829589844","ROOFTOP","1","commercial"
"292125000000082","150","MTL","JEWISH COMMUNITY CENTER","851 N MAITLAND AVE","MAITLAND","32751","","28.634410858154297","-81.366455078125","ROOFTOP","1","commercial"
"292222000000005","150","ORL","MARJAM SUPPLY COMPANY","1900 W NEW HAMPSHIRE ST","ORLANDO","32804","","28.566688537597656","-81.40631103515625","ROOFTOP","1","commercial"
"292225820800011","150","ORL","AVIS RENT A CAR SYSTEM LLC","305 PALMETTO AVE","ORLANDO","32801","","28.546356201171875","-81.37649536132812","ROOFTOP","1","commercial"
"282325540402040","150","ORL","ROSEN INN/ FORMERLY RODEWAY INN","6327 INTERNATIONAL DR","ORLANDO","32819","","28.460535049438477","-81.46927642822266","ROOFTOP","1","commercial"
"292130000000041","149","ORG","NORTHROP GRUMMAN ELECTRONIC SYS","2787 S ORANGE BLOSSOM TRL","ORLANDO","32703","","28.63694190979004","-81.45154571533203","ROOFTOP","1","commercial"
"282124000000066","149","ORG","AQUATIC ECO-SYSTEMS/RELIANCE MEDIA/APOPKA PRINTING","2395 APOPKA BLVD","ORLANDO","32703","","28.642335891723633","-81.4612808227539","ROOFTOP","1","commercial"
"302304948200013","149","ORL","ROSS/BIG LOTS/OFFICE MAX","1880 S SEMORAN BLVD","ORLANDO","32822","","28.521312713623047","-81.31240844726562","ROOFTOP","1","commercial"
"282336716402006","149","ORG","SONESTA","8480 INTERNATIONAL DR","ORLANDO","32819","","28.44247055053711","-81.47109985351562","ROOFTOP","1","commercial"
"292317253001000","148","ORL","ESTATES AT MILLENIA","4150 EASTGATE DR","ORLANDO","32839","","28.482437133789062","-81.42941284179688","ROOFTOP","1","commercial"
"312320176303000","148","ORL","PROLOGIS BLDG. #200","10790 LEE VISTA BLVD","ORLANDO","32829","","28.47727394104004","-81.23145294189453","ROOFTOP","1","commercial"
"282408584400000","148","ORG","GRAND CYPRESS GOLF COURSE","1 GRAND CYPRESS BLVD","ORLANDO","32836","","28.38194465637207","-81.51033020019531","ROOFTOP","1","commercial"
"292335056802060","148","ORG","BLUE LINE FOOD SERVICE","1090 GILLS DR","ORLANDO","32824","","28.439348220825195","-81.39179229736328","ROOFTOP","1","commercial"
"292225838003001","148","ORL","ORLANDO CENTRAL TOWERS","350 E JACKSON ST","ORLANDO","32801","","28.53879737854004","-81.37312316894531","ROOFTOP","1","commercial"
"292217559400010","147","ORL","UNCLE BOB'S SELF STORAGE","4066 SILVER STAR RD","ORLANDO","32808","","28.575971603393555","-81.43234252929688","ROOFTOP","1","commercial"
"292335726801010","147","ORG","HARDWARE SYSTEMS","603 LANDSTREET RD","ORLANDO","32824","","28.437835693359375","-81.3858871459961","ROOFTOP","1","commercial"
"302403000010107","147","ORL","HERTZ RENT A CAR","JEFF FUQUA BLVD","ORLANDO","32827","","28.41855239868164","-81.30541229248047","GEOMETRIC_CENTER","1","commercial"
"282422889500010","147","ORG","STAYBRIDGE SUITES","8751 SUITESIDE DR","ORLANDO","32836","","28.39060401916504","-81.50511932373047","ROOFTOP","1","commercial"
"292136289200071","147","MTL","VILLAGE AT LAKE LILY APTS PHASE II","905 LAKE LILY DR","MAITLAND","32751","","28.619321823120117","-81.3659896850586","ROOFTOP","1","commercial"
"292136000000054","147","MTL","VILLAGE AT LAKE LILY APTS PHASE I","903 LAKE LILY DR","MAITLAND","32751","","28.619434356689453","-81.3657455444336","ROOFTOP","1","commercial"
"292336318800040","147","ORG","CHATHAM STEEL","155 E LANDSTREET RD","ORLANDO","32824","","28.437353134155273","-81.37235260009766","ROOFTOP","1","commercial"
"322331333303000","147","ORG","","8633 TRANSPORT DR","ORLANDO","32832","","28.44199562072754","-81.14793395996094","ROOFTOP","1","commercial"
"302315365400040","146","ORL","TERRA COTTA BUSINESS CENTRE","5575 S SEMORAN BLVD","ORLANDO","32822","","28.482301712036133","-81.30787658691406","ROOFTOP","1","commercial"
"292411735600010","146","ORG","US DOOR","10407 ROCKET BLVD","ORLANDO","32824","","28.415231704711914","-81.390380859375","ROOFTOP","1","commercial"
"302226277001000","146","ORG","FLORIDA HOSPITAL EAST ORLANDO","7727 LAKE UNDERHILL RD","ORLANDO","32822","","28.54098129272461","-81.27996063232422","ROOFTOP","1","commercial"
"292203584400450","145","ORG","NORTHGATE SHOPPING CENTER","5019 EDGEWATER DR","ORLANDO","32810","","28.604778289794922","-81.40837860107422","RANGE_INTERPOLATED","1","commercial"
"272414000000005","145","BAY","WDW-TRANSPORTATION AND TICKET CENTER","SEVEN SEAS DR","BAY LAKE","32830","","28.405187606811523","-81.58323669433594","GEOMETRIC_CENTER","1","commercial"
"292329184015000","145","ORL","XYMOGEN HEADQUARTERS","6900 KINGSPOINTE PKWY","ORLANDO","32819","","28.46063232421875","-81.43677520751953","ROOFTOP","1","commercial"
"292227134900010","145","ORL","FLORIDA CITRUS BOWL STADIUM","1610 W CHURCH ST","ORLANDO","32805","","28.54005241394043","-81.40168762207031","ROOFTOP","1","commercial"
"292410190600052","145","ORG","FNTG / NATIONAL RECORDS COUNTER","1850 CYPRESS LAKE DR","ORLANDO","32837","","28.412439346313477","-81.3985366821289","ROOFTOP","1","commercial"
"292215896400010","145","ORL","HARMON GLASS","1800 CROWN WAY","ORLANDO","32804","","28.56835174560547","-81.40557098388672","ROOFTOP","1","commercial"
"292302450902141","145","ORL","FKA MERITA BAKERY","2200 S DIVISION AVE","ORLANDO","32805","","28.518247604370117","-81.38544464111328","ROOFTOP","1","commercial"
"282325540402060","145","ORL","MONUMENTAL HOTEL","6233 INTERNATIONAL DR","ORLANDO","32819","","28.461742401123047","-81.46696472167969","ROOFTOP","1","commercial"
"302327504200010","144","ORL","CITADEL II","5955 T G LEE BLVD","ORLANDO","32822","","28.459957122802734","-81.303466796875","ROOFTOP","1","commercial"
"302327504200020","144","ORL","CITADEL III","5950 HAZELTINE NATIONAL DR","ORLANDO","32822","","28.461069107055664","-81.30299377441406","ROOFTOP","1","commercial"
"302327503800020","144","ORL","CITADEL I","5850 T G LEE BLVD","ORLANDO","32822","","28.458356857299805","-81.30580139160156","ROOFTOP","1","commercial"
"302219884600010","144","ORL","COLONIAL MARKETPLACE","2915 E COLONIAL DR","ORLANDO","32803","","28.553937911987305","-81.34709167480469","ROOFTOP","1","commercial"
"292236198802030","144","ORL","KINNERET I - HUD FINANCED HOME FOR THE AGED","515 DELANEY AVE","ORLANDO","32801","","28.535877227783203","-81.3743667602539","ROOFTOP","1","commercial"
"302214864700010","144","ORG","SAMS CLUB","7701 E COLONIAL DR","ORLANDO","32807","","28.570125579833984","-81.28422546386719","ROOFTOP","1","commercial"
"292328634301000","144","ORG","EXCHANGE CENTER","7503 EXCHANGE DR","ORLANDO","32809","","28.456005096435547","-81.41377258300781","ROOFTOP","1","commercial"
"292333634701000","144","ORG","CHANCELLOR SQUARE","2400 W SAND LAKE RD","ORLANDO","32809","","28.450319290161133","-81.4126205444336","RANGE_INTERPOLATED","1","commercial"
"312320176303001","144","ORL","PROLOGIS BLDG. #100","10850 LEE VISTA BLVD","ORLANDO","32829","","28.477977752685547","-81.23101043701172","ROOFTOP","1","commercial"
"302406271301000","143","ORL","FEDEX FRIEGHT","1848 E LANDSTREET RD","ORLANDO","32824","","28.43449592590332","-81.35894012451172","ROOFTOP","1","commercial"
"292335861900050","143","ORG","TERRACE AT FLORIDA MALL","730 W SAND LAKE RD","ORLANDO","32809","","28.447546005249023","-81.38809967041016","ROOFTOP","1","commercial"
"302408726810000","143","ORL","FEDERAL EXPRESS CORPORATION","10455 TRADEPORT DR","ORLANDO","32827","","28.41657066345215","-81.33586120605469","RANGE_INTERPOLATED","1","commercial"
"292404304500040","142","ORG","GRAN PARK AT SOUTHPARK","9205 SOUTHPARK CENTER LOOP","ORLANDO","32819","","28.434804916381836","-81.42461395263672","ROOFTOP","1","commercial"
"292404304500030","142","ORG","FDG SOUTHPARK I LLC","9102 SOUTHPARK CENTER LOOP","ORLANDO","32819","","28.436100006103516","-81.42544555664062","ROOFTOP","1","commercial"
"292328636201000","142","ORG","CONSOLIDATED PERSONNEL CORP","2467 PREMIER ROW","ORLANDO","32809","","28.461458206176758","-81.41583251953125","ROOFTOP","1","commercial"
"292403620900050","142","ORG","SAMS WHOLESALE","9498 S ORANGE BLOSSOM TRL","ORLANDO","32837","","28.42237663269043","-81.40727996826172","ROOFTOP","1","commercial"
"292328634001100","142","ORG","TOP CHOICE / STEMS INC. / IVEY LOGISTICS SOLUTIONS","7474 CHANCELLOR DR","ORLANDO","32809","","28.459348678588867","-81.4128646850586","ROOFTOP","1","commercial"
"292308566500012","142","ORL","HOME DEPOT/GARDEN","4403 MILLENIA PLAZA WAY","ORLANDO","32839","","28.498687744140625","-81.42676544189453","ROOFTOP","1","commercial"
"292328637600010","141","ORG","OCP V","7550 BROKERAGE DR","ORLANDO","32809","","28.45615577697754","-81.41962432861328","ROOFTOP","1","commercial"
"292404229602000","141","ORG","BODEK AND RHODES","2500 PRINCIPAL ROW","ORLANDO","32837","","28.42502212524414","-81.41468048095703","ROOFTOP","1","commercial"
"292222000000017","141","ORL","MAGIC MALL","2155 W COLONIAL DR","ORLANDO","32804","","28.55411148071289","-81.40855407714844","ROOFTOP","1","commercial"
"282432251704001","141","ORG","","9518 VIA ENCINAS","ORLANDO","32830","","28.360660552978516","-81.53673553466797","ROOFTOP","1","commercial"
"292404304500020","141","ORG","1000 SOUTHPARK CENTER","9002 SAN MARCO CT","ORLANDO","32819","","28.436050415039062","-81.42744445800781","ROOFTOP","1","commercial"
